amount,loc,timestamp,mean_amt,std_amt,last_loc,last_time,type,ip_address
118.0,Dubai,2026-02-07T14:07:51.211601,100,20,Dubai,2026-02-06T14:07:51.211602,POS_PAYMENT,10.0.0.47
101.0,Dubai,2026-02-07T14:07:51.211604,100,20,Dubai,2026-02-06T14:07:51.211605,POS_PAYMENT,10.0.0.171
125.0,Dubai,2026-02-07T14:07:51.211608,100,20,Dubai,2026-02-06T14:07:51.211608,POS_PAYMENT,10.0.0.135
98.0,Dubai,2026-02-07T14:07:51.211610,100,20,Dubai,2026-02-06T14:07:51.211611,POS_PAYMENT,10.0.0.46
67.0,Dubai,2026-02-07T14:07:51.211613,100,20,Dubai,2026-02-06T14:07:51.211614,POS_PAYMENT,10.0.0.4
64.0,Dubai,2026-02-07T14:07:51.211616,100,20,Dubai,2026-02-06T14:07:51.211617,POS_PAYMENT,10.0.0.162
100.0,Dubai,2026-02-07T14:07:51.211619,100,20,Dubai,2026-02-06T14:07:51.211620,POS_PAYMENT,10.0.0.112
148.0,Dubai,2026-02-07T14:07:51.211622,100,20,Dubai,2026-02-06T14:07:51.211623,POS_PAYMENT,10.0.0.151
147.0,Dubai,2026-02-07T14:07:51.211626,100,20,Dubai,2026-02-06T14:07:51.211627,POS_PAYMENT,10.0.0.205
88.0,Dubai,2026-02-07T14:07:51.211630,100,20,Dubai,2026-02-06T14:07:51.211630,POS_PAYMENT,10.0.0.68
61.0,Dubai,2026-02-07T14:07:51.211634,100,20,Dubai,2026-02-06T14:07:51.211634,POS_PAYMENT,10.0.0.55
109.0,Dubai,2026-02-07T14:07:51.211637,100,20,Dubai,2026-02-06T14:07:51.211638,POS_PAYMENT,10.0.0.230
137.0,Dubai,2026-02-07T14:07:51.211640,100,20,Dubai,2026-02-06T14:07:51.211641,POS_PAYMENT,10.0.0.81
138.0,Dubai,2026-02-07T14:07:51.211643,100,20,Dubai,2026-02-06T14:07:51.211644,POS_PAYMENT,10.0.0.191
113.0,Dubai,2026-02-07T14:07:51.211646,100,20,Dubai,2026-02-06T14:07:51.211647,POS_PAYMENT,10.0.0.49
72.0,Dubai,2026-02-07T14:07:51.211649,100,20,Dubai,2026-02-06T14:07:51.211650,POS_PAYMENT,10.0.0.88
69.0,Dubai,2026-02-07T14:07:51.211652,100,20,Dubai,2026-02-06T14:07:51.211653,POS_PAYMENT,10.0.0.235
119.0,Dubai,2026-02-07T14:07:51.211655,100,20,Dubai,2026-02-06T14:07:51.211656,POS_PAYMENT,10.0.0.37
132.0,Dubai,2026-02-07T14:07:51.211658,100,20,Dubai,2026-02-06T14:07:51.211659,POS_PAYMENT,10.0.0.244
64.0,Dubai,2026-02-07T14:07:51.211661,100,20,Dubai,2026-02-06T14:07:51.211662,POS_PAYMENT,10.0.0.39
100.0,Dubai,2026-02-07T14:07:51.211664,100,20,Dubai,2026-02-06T14:07:51.211665,POS_PAYMENT,10.0.0.177
136.0,Dubai,2026-02-07T14:07:51.211669,100,20,Dubai,2026-02-06T14:07:51.211669,POS_PAYMENT,10.0.0.232
56.0,Dubai,2026-02-07T14:07:51.211672,100,20,Dubai,2026-02-06T14:07:51.211673,POS_PAYMENT,10.0.0.163
122.0,Dubai,2026-02-07T14:07:51.211675,100,20,Dubai,2026-02-06T14:07:51.211676,POS_PAYMENT,10.0.0.120
141.0,Dubai,2026-02-07T14:07:51.211678,100,20,Dubai,2026-02-06T14:07:51.211678,POS_PAYMENT,10.0.0.130
70.0,Dubai,2026-02-07T14:07:51.211681,100,20,Dubai,2026-02-06T14:07:51.211681,POS_PAYMENT,10.0.0.244
61.0,Dubai,2026-02-07T14:07:51.211684,100,20,Dubai,2026-02-06T14:07:51.211684,POS_PAYMENT,10.0.0.242
56.0,Dubai,2026-02-07T14:07:51.211687,100,20,Dubai,2026-02-06T14:07:51.211687,POS_PAYMENT,10.0.0.28
81.0,Dubai,2026-02-07T14:07:51.211690,100,20,Dubai,2026-02-06T14:07:51.211690,POS_PAYMENT,10.0.0.37
147.0,Dubai,2026-02-07T14:07:51.211694,100,20,Dubai,2026-02-06T14:07:51.211695,POS_PAYMENT,10.0.0.99
118.0,Dubai,2026-02-07T14:07:51.211697,100,20,Dubai,2026-02-06T14:07:51.211698,POS_PAYMENT,10.0.0.47
108.0,Dubai,2026-02-07T14:07:51.211700,100,20,Dubai,2026-02-06T14:07:51.211701,POS_PAYMENT,10.0.0.241
53.0,Dubai,2026-02-07T14:07:51.211703,100,20,Dubai,2026-02-06T14:07:51.211704,POS_PAYMENT,10.0.0.65
76.0,Dubai,2026-02-07T14:07:51.211706,100,20,Dubai,2026-02-06T14:07:51.211707,POS_PAYMENT,10.0.0.251
108.0,Dubai,2026-02-07T14:07:51.211709,100,20,Dubai,2026-02-06T14:07:51.211710,POS_PAYMENT,10.0.0.130
117.0,Dubai,2026-02-07T14:07:51.211712,100,20,Dubai,2026-02-06T14:07:51.211713,POS_PAYMENT,10.0.0.146
143.0,Dubai,2026-02-07T14:07:51.211715,100,20,Dubai,2026-02-06T14:07:51.211716,POS_PAYMENT,10.0.0.141
129.0,Dubai,2026-02-07T14:07:51.211718,100,20,Dubai,2026-02-06T14:07:51.211719,POS_PAYMENT,10.0.0.1
128.0,Dubai,2026-02-07T14:07:51.211722,100,20,Dubai,2026-02-06T14:07:51.211723,POS_PAYMENT,10.0.0.39
144.0,Dubai,2026-02-07T14:07:51.211725,100,20,Dubai,2026-02-06T14:07:51.211726,POS_PAYMENT,10.0.0.112
97.0,Dubai,2026-02-07T14:07:51.211729,100,20,Dubai,2026-02-06T14:07:51.211729,POS_PAYMENT,10.0.0.72
59.0,Dubai,2026-02-07T14:07:51.211732,100,20,Dubai,2026-02-06T14:07:51.211733,POS_PAYMENT,10.0.0.120
145.0,Dubai,2026-02-07T14:07:51.211735,100,20,Dubai,2026-02-06T14:07:51.211736,POS_PAYMENT,10.0.0.52
103.0,Dubai,2026-02-07T14:07:51.211747,100,20,Dubai,2026-02-06T14:07:51.211748,POS_PAYMENT,10.0.0.234
71.0,Dubai,2026-02-07T14:07:51.211750,100,20,Dubai,2026-02-06T14:07:51.211751,POS_PAYMENT,10.0.0.138
63.0,Dubai,2026-02-07T14:07:51.211754,100,20,Dubai,2026-02-06T14:07:51.211754,POS_PAYMENT,10.0.0.14
121.0,Dubai,2026-02-07T14:07:51.211757,100,20,Dubai,2026-02-06T14:07:51.211757,POS_PAYMENT,10.0.0.176
79.0,Dubai,2026-02-07T14:07:51.211760,100,20,Dubai,2026-02-06T14:07:51.211761,POS_PAYMENT,10.0.0.1
71.0,Dubai,2026-02-07T14:07:51.211763,100,20,Dubai,2026-02-06T14:07:51.211764,POS_PAYMENT,10.0.0.123
88.0,Dubai,2026-02-07T14:07:51.211767,100,20,Dubai,2026-02-06T14:07:51.211767,POS_PAYMENT,10.0.0.28
51.0,Dubai,2026-02-07T14:07:51.211770,100,20,Dubai,2026-02-06T14:07:51.211771,POS_PAYMENT,10.0.0.16
75.0,Dubai,2026-02-07T14:07:51.211773,100,20,Dubai,2026-02-06T14:07:51.211774,POS_PAYMENT,10.0.0.149
146.0,Dubai,2026-02-07T14:07:51.211777,100,20,Dubai,2026-02-06T14:07:51.211777,POS_PAYMENT,10.0.0.246
95155.0,North Korea,2026-02-07T14:07:51.211791,100,20,Dubai,2026-02-07T14:02:51.211792,TRANSFER,89.14.22.11
132.0,Dubai,2026-02-07T14:07:51.211795,100,20,Dubai,2026-02-06T14:07:51.211796,POS_PAYMENT,10.0.0.243
52.0,Dubai,2026-02-07T14:07:51.211799,100,20,Dubai,2026-02-06T14:07:51.211800,POS_PAYMENT,10.0.0.97
111.0,Dubai,2026-02-07T14:07:51.211803,100,20,Dubai,2026-02-06T14:07:51.211803,POS_PAYMENT,10.0.0.180
78.0,Dubai,2026-02-07T14:07:51.211806,100,20,Dubai,2026-02-06T14:07:51.211806,POS_PAYMENT,10.0.0.220
36190.0,Russia,2026-02-07T14:07:51.211817,100,20,Dubai,2026-02-07T14:02:51.211818,TRANSFER,89.14.22.11
93.0,Dubai,2026-02-07T14:07:51.211820,100,20,Dubai,2026-02-06T14:07:51.211821,POS_PAYMENT,10.0.0.144
87.0,Dubai,2026-02-07T14:07:51.211824,100,20,Dubai,2026-02-06T14:07:51.211825,POS_PAYMENT,10.0.0.137
116.0,Dubai,2026-02-07T14:07:51.211828,100,20,Dubai,2026-02-06T14:07:51.211828,POS_PAYMENT,10.0.0.26
136.0,Dubai,2026-02-07T14:07:51.211831,100,20,Dubai,2026-02-06T14:07:51.211832,POS_PAYMENT,10.0.0.201
101.0,Dubai,2026-02-07T14:07:51.211835,100,20,Dubai,2026-02-06T14:07:51.211835,POS_PAYMENT,10.0.0.208
144.0,Dubai,2026-02-07T14:07:51.211838,100,20,Dubai,2026-02-06T14:07:51.211839,POS_PAYMENT,10.0.0.80
500.01,Dubai,2026-02-07T14:07:51.211846,5000,1000,Dubai,2026-02-07T13:57:51.211847,WITHDRAWAL_QUICK_FLIP,192.168.1.105
116.0,Dubai,2026-02-07T14:07:51.211850,100,20,Dubai,2026-02-06T14:07:51.211851,POS_PAYMENT,10.0.0.146
65.0,Dubai,2026-02-07T14:07:51.211855,100,20,Dubai,2026-02-06T14:07:51.211855,POS_PAYMENT,10.0.0.108
134.0,Dubai,2026-02-07T14:07:51.211859,100,20,Dubai,2026-02-06T14:07:51.211860,POS_PAYMENT,10.0.0.79
115.0,Dubai,2026-02-07T14:07:51.211863,100,20,Dubai,2026-02-06T14:07:51.211864,POS_PAYMENT,10.0.0.164
66.0,Dubai,2026-02-07T14:07:51.211868,100,20,Dubai,2026-02-06T14:07:51.211869,POS_PAYMENT,10.0.0.235
500.01,Dubai,2026-02-07T14:07:51.211877,5000,1000,Dubai,2026-02-07T13:57:51.211878,WITHDRAWAL_QUICK_FLIP,192.168.1.105
50.0,Dubai,2026-02-07T14:07:51.211881,100,20,Dubai,2026-02-06T14:07:51.211882,POS_PAYMENT,10.0.0.117
62.0,Dubai,2026-02-07T14:07:51.211885,100,20,Dubai,2026-02-06T14:07:51.211885,POS_PAYMENT,10.0.0.56
68.0,Dubai,2026-02-07T14:07:51.211888,100,20,Dubai,2026-02-06T14:07:51.211889,POS_PAYMENT,10.0.0.127
65.0,Dubai,2026-02-07T14:07:51.211892,100,20,Dubai,2026-02-06T14:07:51.211892,POS_PAYMENT,10.0.0.128
80.0,Dubai,2026-02-07T14:07:51.211895,100,20,Dubai,2026-02-06T14:07:51.211896,POS_PAYMENT,10.0.0.5
100.0,Dubai,2026-02-07T14:07:51.211898,100,20,Dubai,2026-02-06T14:07:51.211899,POS_PAYMENT,10.0.0.16
67.0,Dubai,2026-02-07T14:07:51.211902,100,20,Dubai,2026-02-06T14:07:51.211902,POS_PAYMENT,10.0.0.230
68.0,Dubai,2026-02-07T14:07:51.211905,100,20,Dubai,2026-02-06T14:07:51.211906,POS_PAYMENT,10.0.0.110
132.0,Dubai,2026-02-07T14:07:51.211909,100,20,Dubai,2026-02-06T14:07:51.211909,POS_PAYMENT,10.0.0.237
62.0,Dubai,2026-02-07T14:07:51.211912,100,20,Dubai,2026-02-06T14:07:51.211913,POS_PAYMENT,10.0.0.133
81.0,Dubai,2026-02-07T14:07:51.211916,100,20,Dubai,2026-02-06T14:07:51.211916,POS_PAYMENT,10.0.0.229
141.0,Dubai,2026-02-07T14:07:51.211919,100,20,Dubai,2026-02-06T14:07:51.211920,POS_PAYMENT,10.0.0.245
80.0,Dubai,2026-02-07T14:07:51.211922,100,20,Dubai,2026-02-06T14:07:51.211923,POS_PAYMENT,10.0.0.125
113.0,Dubai,2026-02-07T14:07:51.211926,100,20,Dubai,2026-02-06T14:07:51.211927,POS_PAYMENT,10.0.0.183
79.0,Dubai,2026-02-07T14:07:51.211929,100,20,Dubai,2026-02-06T14:07:51.211930,POS_PAYMENT,10.0.0.142
116.0,Dubai,2026-02-07T14:07:51.211933,100,20,Dubai,2026-02-06T14:07:51.211933,POS_PAYMENT,10.0.0.103
138.0,Dubai,2026-02-07T14:07:51.211936,100,20,Dubai,2026-02-06T14:07:51.211937,POS_PAYMENT,10.0.0.193
142.0,Dubai,2026-02-07T14:07:51.211940,100,20,Dubai,2026-02-06T14:07:51.211940,POS_PAYMENT,10.0.0.157
124.0,Dubai,2026-02-07T14:07:51.211943,100,20,Dubai,2026-02-06T14:07:51.211943,POS_PAYMENT,10.0.0.244
83.0,Dubai,2026-02-07T14:07:51.211946,100,20,Dubai,2026-02-06T14:07:51.211947,POS_PAYMENT,10.0.0.222
118.0,Dubai,2026-02-07T14:07:51.211950,100,20,Dubai,2026-02-06T14:07:51.211950,POS_PAYMENT,10.0.0.188
121.0,Dubai,2026-02-07T14:07:51.211953,100,20,Dubai,2026-02-06T14:07:51.211954,POS_PAYMENT,10.0.0.53
80.0,Dubai,2026-02-07T14:07:51.211956,100,20,Dubai,2026-02-06T14:07:51.211957,POS_PAYMENT,10.0.0.98
139.0,Dubai,2026-02-07T14:07:51.211960,100,20,Dubai,2026-02-06T14:07:51.211960,POS_PAYMENT,10.0.0.172
90.0,Dubai,2026-02-07T14:07:51.211963,100,20,Dubai,2026-02-06T14:07:51.211964,POS_PAYMENT,10.0.0.83
104.0,Dubai,2026-02-07T14:07:51.211967,100,20,Dubai,2026-02-06T14:07:51.211967,POS_PAYMENT,10.0.0.224
68.0,Dubai,2026-02-07T14:07:51.211970,100,20,Dubai,2026-02-06T14:07:51.211971,POS_PAYMENT,10.0.0.111
83.0,Dubai,2026-02-07T14:07:51.211975,100,20,Dubai,2026-02-06T14:07:51.211975,POS_PAYMENT,10.0.0.28
84.0,Dubai,2026-02-07T14:07:51.211978,100,20,Dubai,2026-02-06T14:07:51.211979,POS_PAYMENT,10.0.0.16
68.0,Dubai,2026-02-07T14:07:51.211982,100,20,Dubai,2026-02-06T14:07:51.211982,POS_PAYMENT,10.0.0.119
84.0,Dubai,2026-02-07T14:07:51.211985,100,20,Dubai,2026-02-06T14:07:51.211986,POS_PAYMENT,10.0.0.163
62.0,Dubai,2026-02-07T14:07:51.211988,100,20,Dubai,2026-02-06T14:07:51.211989,POS_PAYMENT,10.0.0.127
70.0,Dubai,2026-02-07T14:07:51.211992,100,20,Dubai,2026-02-06T14:07:51.211992,POS_PAYMENT,10.0.0.55
144.0,Dubai,2026-02-07T14:07:51.211995,100,20,Dubai,2026-02-06T14:07:51.211996,POS_PAYMENT,10.0.0.104
88.0,Dubai,2026-02-07T14:07:51.211998,100,20,Dubai,2026-02-06T14:07:51.211999,POS_PAYMENT,10.0.0.33
120.0,Dubai,2026-02-07T14:07:51.212002,100,20,Dubai,2026-02-06T14:07:51.212002,POS_PAYMENT,10.0.0.47
144.0,Dubai,2026-02-07T14:07:51.212005,100,20,Dubai,2026-02-06T14:07:51.212006,POS_PAYMENT,10.0.0.252
109.0,Dubai,2026-02-07T14:07:51.212008,100,20,Dubai,2026-02-06T14:07:51.212009,POS_PAYMENT,10.0.0.176
108.0,Dubai,2026-02-07T14:07:51.212013,100,20,Dubai,2026-02-06T14:07:51.212014,POS_PAYMENT,10.0.0.180
54.0,Dubai,2026-02-07T14:07:51.212017,100,20,Dubai,2026-02-06T14:07:51.212018,POS_PAYMENT,10.0.0.30
57.0,Dubai,2026-02-07T14:07:51.212020,100,20,Dubai,2026-02-06T14:07:51.212021,POS_PAYMENT,10.0.0.187
